,username,tweet,likes_count,sentiment_analysis,sentiment_value
310242,nadiaalma4,un remisero me dijo que la vacuna rusa te muta el adn y que así nos van a controlar más fácil un compañero de trabajo me dijo pero viste que dicen que si te das la vacuna no podes tener hijos dios con esta gente la humanidad sobrevive de pedo,1,Negativo,2.9604825360018254e-18
47015,leonardcalder17,mal muy mal vizcarra pero resulta que ahora todos los que menospreciaban la vacuna china hoy se indignan con lo de vizcarra al contrario deberían estar satisfechos que se ha puesto la peor vacuna del mundo y que modificará su adn sean consecuentes con sus posturas,0,Negativo,2.9746314072125225e-18
128706,onwonw1,ni siquiera los rusos quieren vacunarse de la vacuna rusa es cierto que no les obligan a hacerlo pero excepto la gente que por su trabajo no les queda otra el resto están evitando ponérsela algo tendrá el agua cuando la bendicen ironía modo on russia sputnikv,1,Negativo,3.049584663158994e-18
352138,ongpua,hace unos días fui al hospital más próximo a hacerme un test de covid me preguntaron si tenía fiebre falta de gusto etc respondí que no y etces me dijeron que no hacía falta no te hacen el test si no tenés síntomas pero la vacuna rusa te la tenés que aplicar que onda,9,Negativo,3.101614335652877e-18
61227,jhonass,no todos los que no nos queremos vacunar es por ideas se conspirativas particularmente la efectividad de la vacuna china me deja mucho que desear prefiero esperar que el privado la importe y elegir cual nada impuesto libertad para elegir es la premisa,0,Negativo,3.13164999392181e-18
214201,aztkmty,no hay nada y van sobre la vacuna rusa que ni siquiera ha sido aprobada por la oms rusia no ha presentado los resultados de la fase 3 como dijo alguien más en los comentarios ya valieron v por eso digo si tienen doble nacionalidad usa mex aprovechen y vénganse acá,0,Negativo,3.1375950364574042e-18
26004,bettocharlie,bustamante despotricando contra la vacuna china pero ante sus conservas no dijo nada es evidente que él sabía de la mala calidad de esas conservas pero no dijo nada no tengo evidencia pero tampoco dudas,0,Negativo,3.1662588339526005e-18
391013,rubenetewerbayo,no era por acusarte de nada irene perdón si me expresé mal era por eso de rusos malos o por alguna de las respuestas de los comentarios la vacuna rusa no ha publicado ni un estudio contrastable tiene pinta de no haber cumplido estandares que los demás si han cumplido etc,0,Negativo,3.1746576982669752e-18
33806,dafont8820,gensnimu por lo que he leído se han puesto la vacuna china que es de una única dosis me parecen más criticables otras cosas que el hecho de que les hayan ofrecido vacunarse y hayan dicho que sí hay gente que ha viajado a eeuu por ejemplo y se han vacunado sin residir allí,0,Negativo,3.1858697814791322e-18
172416,palomit14004770,q buen chiste ya mero propones al payaso pitoniso ojo no se trata de aplaudir el q hablen sin sentido simplemente el ver cómo juzga al dr gatell y la poca responsabilidad q tuvo para hablar de la vacuna rusa deja mucho que desear todavía le queda grande ese cargo,0,Negativo,3.205708855531963e-18
259239,manoalavicera,lo peor de la vacuna rusa no es la falta de revision de resultados si no que te piden que no chupes 45 dias antes y 45 dias despues de aplicarse y son dos dosis 180 dias sin chupar nos vamos a morir,1,Negativo,3.2858317994805682e-18
239768,debynoe,entiendo que hay gente que la está pasando muy mal pero que tendría que ver ella con eso en esos casos hay que quejarse con los políticos que no son grupo de riesgo pero que de igual manera se dan la vacuna rusa,4,Negativo,3.328727930547099e-18
63715,omd89,de acuerdo pero por qué ocultarlo no será que el pueblo bueno y sabio piense que eso es influyentismo ademas ya vacunaron a su familia lo peor de todo es que la vacuna china no había sido aprobada en méxico no hagas cosas buenas que parezcan malas andrés,0,Negativo,3.3541623610705733e-18
232566,liligoico57,la verdad no entiendo nada el anmat no deja utilizar dióxido de cloro y si la vacuna rusa el sr que falleció de 90 años lo autorizó un juez pero me parece que no llegaron a dárselo quilombo con el dr con la clínica alguien sabe si se lo llevaron a dar,11,Negativo,3.3784955278637725e-18
231607,mvernengo1,además de que no se entiende su incoherencia señor primero era que no hay que aplicar la vacuna rusa ahora resulta que lo malo es que se aplique una sola dosis decídase es mala o buena o en realidad cualquier bondi lo deja bien con tal de criticar,0,Negativo,3.380437447078895e-18
124323,pilotourbano,lo se dra siempre fue muy clara al respecto pero siempre dijo que no había todavía pruebas suficientes sobre la efectividad de la vacuna rusa y tampoco suficientes de otras vacunas lo de que no sirven para nada corre por mí cuenta creo que fue clara al respecto,1,Negativo,3.5333177125368336e-18
213524,boogie56311383,según esto entre los que no se quieren vacunar quezque porque los van a controlar fueron los primeros en hacer bola por papel de baño los que no quieren la vacuna rusa y los fachos que ya se van de méxico me van a vacunar más pronto de lo que pensé,0,Negativo,3.558604360952704e-18
248958,ariellaruina,por un lado dice que él no se pondría la vacuna rusa porque según su visión aún no hay datos seguros pero por el otro reclama que llegaron pocas dosis a bahía por una vez en la vida podrían mantener un solo discurso y hacerse cargo de lo que sostienen no,3,Negativo,3.596192171619981e-18
401204,cabal_a,que sabemos de la vacuna rusa la verdad es que nada o casi nada algún científico ruso de forma anónima ha dicho que en el mejor de los casos no te pasa nada y en el peor como si no te hubieras puesto nada no tiene buena pinta ya desde su forma de administración vía intravenos,4,Negativo,3.614437742628371e-18
173169,julianvargaspin,muy cierto la 4 t esta enloquecida pero por la intencion de desprestigiar desinformar dijo que la vacuna rusa no servia muchos adultos mayores escucharon de sus comentarios y ahora dicen que no se van a vacunar a que hora sale a pedir una disculpa publica,2,Negativo,3.632595285613525e-18
61786,arielgaraza,haga lo que haga o no haga lo van a criticar igual si es la vacuna china van a decir que es mala si es la rusa que imita a argentina y que no sirve si es la de pfitzer porque es cara si la de oxford que tiene efecto secundarios y asi acordate de lo que te digo,0,Negativo,3.638123414089908e-18
128755,eddy86054273,carrió la vacuna rusa es una estafa pero por una persona que hable mal de algo o alguien ni quiere decir que todos opinen igual este señor hablaba pestes de la cris y por lo que intuyo tu no piensas lo mismo somos individuos como pensamientos propios no una secta,0,Negativo,3.7130327681601096e-18
321003,masajesrodo,y no quieren a la vacuna rusa que no se la den le queman la cabeza a la gente para que no se la pongan no se la pongan después no le echen la culpa ni a ni a déjense de romper las pelotas yomevacuno,0,Negativo,3.729322841713624e-18
8237,magdamunera2,col pues que podiamos esperar si es una vacuna china como todo lo chino en cantidadrs y de mala calidad eso es lo que compro ivan duque en el agachece y lo que recoja a dos mil de que se quejan no tienen derecho a protestar para que votaron por semejantes kafres coman de su cocinado,0,Negativo,3.756087983954948e-18
44602,elvi7131,mide tus palabras exitosa no se puede jugar esa vacuna era solo de ensayo no se ve el delito además en ese tiempo nadie confiaba en la vacuna china porque que la mayoría no quería vacunarse entonces porque no se vacunaron el año pasado sin tanto dicen porque se vacuno,1,Negativo,3.7642952480173966e-18
226419,labellucci,se me ha puesto q la vacuna rusa es un placebo y un enorme negocio de pocos no hay forma de q me saquen eso de la cabeza ni mal hace no hace nada así q el q se la de q haga como q no se puso nada q no relaje por eso no p grupos de riesgos pq se mueren ojo cosa mía,0,Negativo,3.788222611959788e-18
5782,clauditie,cristina pérez el problema no es cristina el problema es que la segunda dosis de la vacuna china se debe dar a los 21a 28 días ahora te la van a dar a los 3 meses eso es efectivo nadie te lo asegura hay que ver el bosque no hay vacunas por eso hacen eso sin saber que va a,0,Negativo,3.8423647269854965e-18
255993,msurfsup,ayer estuve con una investigadora de la fda y me dijo que no hay que usar la vacuna rusa e incluso que solo tienen la primera dosis y ginés dice que tienen problemas con los aviones a los botes,1,Negativo,3.8586997299469916e-18
301538,diavoloelrev,riganti no es por problemas ideologicos sino por lo que te dije antes una vacuna pasa por varios años de prueba para ver si es fiable meterla al cuerpo de una persona justamente la vacuna rusa no se ve muy confiable no es que la gente no se quiera vacunar porque es rusa,1,Negativo,3.867191217014407e-18
309989,stacruzv,monica pero no son utds los que no han hecho más que atacar a la vacuna rusa diciendo que hay fases que no se hicieron o se adelantaron al igual q en estas otras además de que en general ha dado resultado en fin antes uno se paraba y aplaudía ahora le ven la ficha,0,Negativo,3.867406081561966e-18
109440,alex_ibm_i,ojalá salgan de esta con el menor daño posible ojalá les cambie un poco la mente y se den cuenta de que no le tienen que creer nunca más a los que les mintieron con la vacuna rusa los que les llenaron la cabeza de odio contra el gobierno,0,Negativo,3.940352284985855e-18
280417,teodorianposta,la mala alberto no te llenó la heladera la buena no tenés luz pero no hay drama pq la heladera está vacía la mala la vacuna rusa es peligrosa la buena alberto no va a lograr ni traer esa mierda la mala van a cerrar las fronteras la buena i no tenemos fronteras todo cierra,43,Negativo,4.031868799953738e-18
126770,merving1903,si ud no quiere no se vacuna pero ni pueden condenar al pueblo a morir por qué les da la gana le pregunto a ud le colocaron la vacuna rusa aquí no hay nada que buscar ellos no dieron la solución ni dejaron q otros lo haga ellos se vacunaron y al pueblo las gotas mágicas,0,Negativo,4.070228942264199e-18
54449,luisenr16202786,dra no estoy contra las vacunas pero si la vacuna china es tal maravillosa según se nos dice como se entiende que solo haya sido autorizada en 3 países eso es lo que no me queda claro,4,Negativo,4.073164817741447e-18
260231,cubilla_augusto,1080 estamos tontos o qué ni en pedo me pongo la vacuna rusa no se sabe casi nada de ella lo poquito que se sabe es que ni la fase 2 no pasó mbore prefiero mil veces más la de pfizer que esta si te soy sincero,0,Negativo,4.100550865860351e-18
63418,redone37623778,dentro de poco empiesa la vacunacion con la vacuna china no hagas caso a esa gente que dice que es de mala calidad son comspiranoicos amtivacunas dale a hacer tu cola y recibir tus dos docis pd toda falta ortografica es intencional el terruco no es mi presidente,0,Negativo,4.101694050341587e-18
391359,migueltoncel97,cómo así que se frenaron las vacunas gringas por efectos secundarios adversos pensé que como eran vacunas ultraderechistas eran seguras o al menos eso daban a entender personajes como lo que no entiendo es por qué la vacuna rusa si es segura si es de izquierda,0,Negativo,4.133783032164796e-18
132672,alexispablo9,te refieres al locotron de natera ese si que está reloco pero de a bolas porque primero dijo que no servía la vacuna rusa y que nadie se la dejara colocar después mostró su molestia porque no lo habían vacunado y la última fue que rechazó la vacuna estrazeneca que loco,0,Negativo,4.1600756241778495e-18
335555,sincefrom1977,los mismos que no tienen la más puta idea de que tiene una vacuna son los mismos que te dicen que no se van a poner una vacuna rusa y son los mismos que si viniera de estados unidos se la pondrían a ojo cerrado,0,Negativo,4.1916577961608045e-18
185777,popolitica1,porque por exigir que se haga lo que se tiene que hacer no creo que la vacuna rusa sea mala simplemente que no ha pasado por lo que marca la regulación que el trabajo de es precisamente ese asegurarse que cumple la regulación no sean pendejos,1,Negativo,4.199348697911869e-18
135589,flaneuridees,no tenés vergüenza ni comprensión de textos nadie dijo que no tenés derecho a la vacuna solo que hay mucha gente antes que vos y la oposición a la vacuna rusa se manifestó mayoritariamente cuando no había datos que la respaldaran pero la contás cambiada,0,Negativo,4.27655237297279e-18
311706,pauneversleeps,me mata lo de grido con la vacuna rusa porque a nosotros un montón de veces nos pasó que había mercadería hecha pija porque perdió frío en el local y cuando los clientes venían a reclamar les decíamos que venía mal de fábrica jajsjjajaja no se vacuna nadie por nuestra culpa,0,Negativo,4.2882056885171994e-18
46044,olafferick,se inoculó un medicamento experimental en ese momento da risa que varios q hace 3 semanas decian q la vacuna china era la peor de todas hoy se escandalizan y dicen traicionó a la patria al hacerlo no se ponen de acuerdo ni consigo mismos,3,Negativo,4.343936783351368e-18
44371,shagstotz,ni de pedo me pongo la vacuna china o rusa quien sabe que traiga aparte lei que no tienen ni el porcentaje correcto de no se que de la fase 4 o 5 no se para que lo acepte la onu ana pau colegio regina se metió una pastilla que le dio su amigo en acapulco,1,Negativo,4.387835739624954e-18
5280,opicampana,hoy en la oficina 2 me dijeron lo mismo que la vacuna china que ns pusieron era mala que ellos dicen lo que escuchan la gente es mas boluda de lo que parece aunque los periodistas serios digan lo contrario para justificarse cuando se equivocan sin querer queriendo,0,Negativo,4.4015321309716955e-18
342721,hoeg1,si hay que aplicarse la vacuna lo que no se entiende es por qué tenemos que esperar hasta junio del próximo año que saldrá la vacuna se laboratorios yanquis si la vacuna rusa ya se está aplicando en otros países y no se conoce que nadie se haya muerto el reparto ya esta hecho,14,Negativo,4.514325824484932e-18
149685,justiciacastigo,mamerto ud que no sabe que la primera en recibirla fue la propia hija de putin que putin no se vacuna no porque no confíe en la vacuna rusa sino porque cree ser un hombre que no necesita vacunas ni sombrillas y tampoco sabe que su presidente la comprará para aplicarsela a ud,0,Negativo,4.5672591219181736e-18
81930,gustavitocharly,el presidente de brasil dijo que no va a comprar la vacuna china en twitter dijo el pueblo brasileño no será conejillo de indias de nadie no hay justificación para hacer un aporte financiero multimillonario a un medicamento que ni siquiera ha pasado su fase de prueba,0,Negativo,4.586506248290281e-18
294439,carlaluciiana,alberto que dijo que iba a ser el primero en ponerse la vacuna rusa ahora dice que no se va nada hasta que se ponga la vacuna putin lpm jajajajajajaja por favor este pais es un chiste,0,Negativo,4.670034330365246e-18
342758,g_no_p_,el ni en pe se pone la vacuna rusa está esperando la de verdad y los frasquitos que le dieron ya los tiró a la merde no me sorprende que este tipo mienta como miente desde hace 15 años el no vio los bolsos ni que la kk era mala no vio que era buena no vio es ciego,0,Negativo,4.670941134850917e-18
174418,superwolfix,ahora quiere distraer la atención cuando estuvo más de una semana golpeando con la mala calidad de la vacuna rusa claro con los resultados publicados en lancer pero conocidos desde meses antes ya se le acabaron los argumentos usted no conoce la vergüenza ladyantivacunas,0,Negativo,4.690655486306377e-18
14300,ruster2k,puro show a nadie le consta que sea la vacuna china si el gobierno recibió vacunas en donacion osea que no les costo ni un cinco partido por la mitad por que no seguir invirtiendo en comprar las vacunas con mayor eficacia haaaa como es para el pueblo no les importa,0,Negativo,4.811153783980104e-18
268769,alejado33,explicarle que la vacuna rusa sputnik v ni siquiera pasó las pruebas con humanos ni siquiera han dejado que otros laboratorios hagan contra muestras para evaluar su efectividad y más aun ni siquiera los rusos quieren ponérsela es poco decir,6,Negativo,4.873254222650091e-18
151210,cuervoblanc0,mita la vacuna rusa es una mierda entiendo que de donde tu eres no te quedará otra que ponerte eso en vez de convencer a los demás diciendo que es buena lo que tendríais que hacer es quejaros a vuestros mandatarios diciendo que eso no os lo queréis poner a la vista está,0,Negativo,4.894028895110562e-18
339829,phcarlosaf,no te puedo creer un mal pensado me dijo q lo mismo estarían haciendo con lo de la vacuna rusa no por el tema de la publicidad sino del negociado detrás la gente es mala y comenta como si los kirchneristas sólo estuvieran pensando en plata y cajas fuertes no no,0,Negativo,4.9395615781368735e-18
268401,noggall,con la vacuna rusa sin su 3 etapa de testeo exponen a la población a efectos adversos desconocidos y a una respuesta inmune de rebaño de mala calidad lo que sería peor aún y si ocurriese un desastre el pjk piensa ocultarlo como a la pobreza porque se sienten omnipotentes,2,Negativo,4.946278009959018e-18
170461,adriana63926444,yo tengo 60 años y mi esposo 61 nunca me pude meter a su página después de mucho tiempo y poner el curp me dice que el horario es de 8 de la mañana a 12 de la noche la verdad la vacuna rusa me da mucha desconfianza y no sé ni para qué registrarme supongo que es una ilusión,0,Negativo,4.9700123734298144e-18
305216,enloquezco,ayer una mina a la que le tengo que caer bien me dijo yo la vacuna rusa no me la pongo ni en pedo así que le dije no se yo me voy a poner la que me diga el medico yo fui a sociales señora jsksksjsj,42,Negativo,4.976747520013916e-18
243604,lihuelita,primero el virus no existía después no gestionan y es un desastre después esta cuarentena eterna no se aguanta más después mentira que van a traer la vacuna después ah no la vacuna rusa no después cómo puede ser que hayan puesto apenas el 10 de las vacunas que trajeron,135,Negativo,4.988942833856783e-18
235725,nico_a_ferrero,si el gobierno llega a hacer esto seria una vergüenza ya que inflaron tanto la vacuna rusa en vez de usar las que el resto del mundo usa encima esto pone en riesgo la salud pública de toda la argentina literalmente deberían llamar a elecciones anticipadas no saben que hacer,0,Negativo,5.0279480832293604e-18
127589,mavigas,ana rosa en su diciendo que al principio no sé tomó muy en serio la vacuna rusa porque el nombre le parecía de chiste criterio científico 100 luego se dio cuenta y rectifico que era porque no habían publicado estudios es lo que pasa por salirse del guión,1,Negativo,5.0453645724135736e-18
191589,carlaeurenaa,acabo de hablar con mi papá y mi mamá ya les llamaron por teléfono dijeron que no se pondrán la vacuna rusa por las contraindicaciones ni la cansino hoy sí odio con todo mi ser a este gobierno por hacer que mis padres tomen una decisión como ésa a esta altura de su vida,835,Negativo,5.173304362087456e-18
6437,pbargiela,esto es digno de una burra de mierda o de una persona horrible porque no creo que no sepa que la vacuna china que se aplica acá es la sinopharm y no la sinovac que es la que inmuniza a medias ah esa es la que dan en chile país que tanto elogian estos irresponsables,1,Negativo,5.192455200161609e-18
192829,lrios0001,lo triste es que a nuestros adultos mayores los quieren vacunar con la vacuna rusa yo no se yo este mal pero ya le dije a mi mamá 73 años que no cuando se pueda prefiero hacer el esfuerzo de pagarla y saber q es lo q le van aplicar,25,Negativo,5.221312896156501e-18
60132,ettpop,idea millonaria los pendejos que dicen que no se van a poner la vacuna china ni la rusa que nos las cedan después van a venir suplicando de rodillas que les demos vacunas las que les cambiaremos por 10k usd y las nalgas ya me vi,0,Negativo,5.2933634926335545e-18
321898,jonyfortes,mi viejo hace una semana yo no me voy a dar la vacuna rusa no lo tengo confianza mi viejo ahora yo no me voy a dar la vacuna rusa voy a esperar la yankee o la de oxford cada uno se da la que quiere ese miedo a rusia es nuevo cuando fue para el mundial no dijo nada,4,Negativo,5.3461776522664345e-18
153792,richard01830911,dicen que en venezuela no hay libertad de expresión y esta plasta haciendo llamado públicamente para que el pueblo no se ponga la vacuna rusa estas jodido tu miserable porque la gente no hará caso a tu llamado dios te cuide que no te contamines,0,Negativo,5.381067907909688e-18
450806,emarinaldi2,che ale todo bien pero ese hilo no dice nada contundente sobre la vacuna rusa no entiendo que has compartido al chavon le parece que es una farsa porque le parece que es una jugada politica por eso puede generar más antivacunas osea no dice nada,4,Negativo,5.410217228900074e-18
392333,cosmicjunkbot,el problema con la vacuna rusa no es que sea potencialmente más peligrosa o menos efectiva que el resto no se desarrolló en un vacío el problema es que por pura política se estén adelantando a decir que ya está lista claro no es que se espere algo distinto de ese régimen,0,Negativo,5.481061905842311e-18
135544,betito96367015,6 sobre la vacuna rusa entiendo q lo que hay es un pedido del estado para que no esten hablando con los privados si es que deverdad no les van a vender y obviamente que no pueden vender por ahora porque tienen muchos compromisos aun lo dijo incluso la presidenta de confiep,0,Negativo,5.622880363000883e-18
165822,fioreswift13x1,mi papá se tuvo que poner la vacuna rusa y ahora tiene todo alergia en ese mismo brazo lo peor de todo es que el martes se tiene que poner la segunda dosis y ya no hay más vacunas en mi ciudad no se lo iba a poner por esta reacción pero muchos de quedaron sin vacunas,8,Negativo,5.7101408763702984e-18
107758,gonzalo35larjoa,hay gente que primero decía la vacuna rusa es veneno después se quejan que como puede ser que no nos vacunen ahora esta la posibilidad de que se haga en nuestro país para toda latinoamérica pero dice que no es apta no hay poronga que les venga bien,1,Negativo,5.7359661897229765e-18
167444,johnnybrdwtr,ayer al presidente putin le preguntaron porque no se ha vacunado y dice que porque la vacuna rusa no está recomendada para mayores de 60 años y el tiene 67 detalle que no le comentó al zángano macuspano a ver como resuelven eso te digo que no dan una,0,Negativo,5.738993709521126e-18
16010,untusan,mi mamá es bastante mayor yo soy viejo no se crean y le escuché diciendo a no sé quién que no quiere la vacuna china siendo hija de chino sino la pfizer que se supone que es la que le van a dar pero sino cuánto odio a beto ortiz si lo veo en la calle le pego,5,Negativo,5.874400574233596e-18
170740,eusanties,causa asco y consternación la lamentable amoralidad de los tertulianos que en la tv no dudan en abrazar la vacuna rusa si esta supera los criterios técnicos no digo yo que no se vaya a aceptar llegado el caso pero por lo menos una crítica a rusia no pues no,0,Negativo,5.889325640354619e-18
411829,atoawasca,mi hermano le preguntó a mi nona si se iba a poner la vacuna rusa y ella le dijo que si entonces él le dice que la vacuna es comunista y la vieja facha responde ah entonces no me pongo niuna wea,1,Negativo,5.970496504172259e-18
42568,juancortezm1,y por último en aquellos días q nadie quería vacuna china q recién empezaba el proyecto y viene alguien te dice q si quieres te inyectas una aspirante de vacuna bajo tu propia responsabilidad eso es delito la embaja china ya dijo que no son cortesía ni nada de eso ojo con eso,0,Negativo,6.084582221576992e-18
69320,angeles46926719,ayer me toco cita en el imss y ni tienen para cuando las famosas vacunas sra una sola pregunta si en china salio este virus no entiendo como le van a conprar vacunas a ellos si se sabe que lo hecho ahi esta mal hecho es para que se muera mas gente con su vacuna china,0,Negativo,6.11382544479912e-18
8137,digitalwww1,no te la des estás en la edad que el virus prefiere para atacar yo me di la vacuna china y tuve que convencer a tres personas ancianas que se la dieran porque cayeron en la misma trampa que vos pero si no se la dan lo más posible es que se mueran si se la dan por ahí no,0,Negativo,6.1808172860863604e-18
179043,themoc7,a ver yo no he pedido que se me deje en paz estamos hablando un tema y exponemos nuestros puntos tampoco he pedido que no se me muestren sus argumentos los cuáles son de un medio ruso hablando de una vacuna rusa que puede esperar le hice una pregunta la cuál no respondió,0,Negativo,6.270688895821623e-18
154400,alexrow2,como es la cosa en su momento estaba afirmando lo correcto que hoy sea otra la realidad dijo natera la vacuna rusa no sirve para nada la vacuna no ha cambiado no tenía pruebas para afirmar lo que dijo la realidad no cambió claro que mintió,2,Negativo,6.345882014977248e-18
210470,nicolasprls1,amlo no es el pueblo es solo un individuo si dice que no es segura la vacuna te aseguro que no es para llevarle la contra sino porque es cierto además no es la única la comunidad científica no tiene certeza de los resultados de la vacuna rusa así que no jodas,3,Negativo,6.376351711203633e-18
196831,alcozarsandra,delgado no hay ni medicinas para el sector salud ya ni hablar de las vacunas covid que no compraron como habían dicho y ahora quieren usar al pueblo de conejillo administrando la vacuna rusa que no se esta aprobada por nadie más que por el gob ruso primero los pobres sólo así,5,Negativo,6.448211819453965e-18
216344,eden575,no queremos la vacuna rusa que ni el 50 de los rusos se dejan aplicar porque no ha pasado la prueba de la fase 3 pero es mucho más barata a ti no te importa la salud de los mexicanos sino lucrar electoralmente con las vacunas como si las pagaras de tu bolsa desgraciado,1,Negativo,6.456363077179906e-18
183255,ushum5,mujer inmunda la hoy que hablé con mi papá para su registro me dijo que si pero que no fuera la vacuna rusa malditas ratas que solo les importa seguir alimentando su rencor por ser tan infelices,0,Negativo,6.529139665398452e-18
148832,_johns07,los que critican que af se haya vacunado el chabon estaba en un dilema si se vacunaba iban a decir que era por privilegios sino iban a decir que la vacuna rusa no se la pone ni el presidente aclaracion no tiene nada q ver con la vacunacion vip a lo que me refiero,1,Negativo,6.557362336961154e-18
6694,tiasarucha,pasc lo peor que siguen en contra de todo ahora contra la vacuna china y la semana pasada era la rusa lo único que quieren es que compren la que nos pide que les demos el agua a cambio solo les interesa eso entregar,1,Negativo,6.56296270119601e-18
151618,larrovero,antes mucha gente decía que ni loca se ponía la vacuna rusa y ahora todos se quejan por las que se dieron por debajo de la mesa está mal si malísimo pero me molesta que ahora porque hay papeles que avalan que la vacuna sirve se desesperen x dársela en fin la hipocresía,3,Negativo,6.681039235710883e-18
453664,seixodani,le han restringido la cuenta a ya tardaban no sé si ha sido por la información sobre bielorrusia su oposición a la ley trans o que hoy se le ha dado por hablar de la vacuna rusa lo que es seguro es que ha sido por no callarse espero se solucione pronto,209,Negativo,6.688381671099641e-18
250474,tupersonalbrand,le pregunto a porque será que su amigo presidente de rusia dijo que no se vacunara con la vacuna rusa si el no se vacuna porque los venezolanos deben vacunarse por algo será que el ruso no se vacuna,2,Negativo,6.6947407495608695e-18
118406,arrikitaun67,pues es justo lo que hay que hacer ante el fracaso de la ue con las vacunas hay que traer la vacuna rusa y la china es de vergüenza el ritmo de vacunación derivado de la falta de vacunas se les podrá criticar por otras cosas pero creo que por eso no,5,Negativo,6.69624576199057e-18
341802,cristianivic,chupete dice que él ya dispone de su dosis de la vacuna rusa pero que el no se la pone porque quiere ponersela cuando todos el pueblo argentino pueda muchos dicen qe chupete quiere ver qué les pasa a los argentinos para después decidir si se la pone o no le crees a chupete,1,Negativo,6.712608081413578e-18
119454,teresitamolin13,sigo deseando la vacuna rusa también debería de ser juzgado el miserable del pony que dijo que las vacunas llegaron en mal estado me he encontrado con gente que dice que no se va a vacunar por ese motivo y así podríamos encontrar mucha gente,1,Negativo,6.7308386162539626e-18
321210,cristnorodri,chito señora no nos interesa su opinión siempre tuvo la mala costumbre de hablar de lo que no sabe por ej la vacuna rusa segun dicen no es aconsejable para la tercera edad,0,Negativo,6.7403887705752216e-18
105834,palmirot,que triste dr y lo peor que en carabobo me han consultado varios pacientes si la vacuna rusa es confiable le digo espero que no los estén engañando sigan cuidándose y si es verdad que se la colocarán que deberían avergonzarse de quitarle una dosis al personal de salud,1,Negativo,6.884289631975978e-18
343565,celiicasentini,hay gente que dice que la pandemia la causo cristina a propósito si así de idiotas son no sé por qué nos escandalizamos tanto porque no quieran ponerse la vacuna rusa para reventar el pelotudómetro dicen que les va a poner un chip que va a revivir a marx en sus cuerpos na,0,Negativo,6.964364262149993e-18
162725,zapata010,el historiador de la revista nexos en febrero del 2021 cuestiono ligeramente la vacuna rusa ahora se retracta hoy dice que no dijo lo que dicen que dijo sobre la vacuna rusa ante la andanada se siente agraviado por la respuesta a su infodemia ridícula eso suele suceder que no,3,Negativo,7.034582265766144e-18
162723,zapata010,el historiador de la revista nexos en febrero del 2021 cuestiono acremente la vacuna rusa ahora se retracta hoy dice que no dijo lo que dicen que dijo sobre la vacuna rusa ante la andanada se siente agraviado por la respuesta a su infodemia ridícula eso suele suceder que no,4,Negativo,7.034582265766144e-18
162724,zapata010,el historiador de la revista nexos en febrero del 2021 cuestiono ligeramente la vacuna rusa ahora se retracta hoy dice que no dijo lo que dicen que dijo sobre la vacuna rusa ante la andanada se siente agraviado por la respuesta a su infodemia ridícula eso suele suceder que no,1,Negativo,7.034582265766144e-18
175837,raagoonshinnaa,desde un principio dijo que la vacuna rusa era de mala calidad que solo méxico y 3 países más apostaron por ella que era negligencia criminal que era un vulgar mentira hasta en la soberanía de rusia se metió ni que estuviéramos en la guerra fría difícil decir me equivoque,1,Negativo,7.115492455790526e-18
159727,zorinkp,en serio la oposición está de acuerdo con la vacuna rusa de verdad algo que no se ha probado ni demostrado eficacia de terror quien será el peor de ambos bandos creo que el que nos traiciona es donde pusimos nuestra confianza alguna vez,0,Negativo,7.154598627953167e-18
323002,renegadomariano,despues conversando con dijo que aplicarse la vacuna rusa era obligatorio que el se la iva a poner sin miedo claro que le puede hacer un daño neurológico al coso ese son una vergüenza el presidente y toda la comitiva se nos cagan de risa en la cara,1,Negativo,7.210932812274827e-18
203378,mar_lflores,y ni porque no salen de ellos el recurso pueden hacer algo bien que no se olvide que se acepta la vacuna rusa porque no se hizo convenio con las otras farmacéuticas dejaron todo para el final y ahora si bien nos va estaríamos en fila de espera para diciembre o para el 2022,12,Negativo,7.37811664712273e-18
81535,abduzcan__,yo tenía miedo cuando era chico porque la de los 6 años me dolio pero después de eso ahora que soy más grande ya ni duelen yo soy voluntario también en este caso a la vacuna china no solo no dolió sino que además es la jeringa más pequeña que vi en mi vida,0,Negativo,7.466652168274507e-18
310933,ramizabala2,pobre mi papá la viene pifiando feísimo jajaja 1 mes me dijo que la vacuna rusa era mentira q solamente hablaban de eso en argentina y al día siguiente la compraron como 10 paises mas y el otro día me dijo lo mismo sobre la de pfizer y moderna el lunes empiezan a vacunar jajaja,1,Negativo,7.607054760867354e-18
370685,spirit5656,a nadie le importa si se ponen la vacuna rusa o no a nadie le i porta si finjen que se pusieron una vacuna o no entonces cuál es el show de rt por demostrar que los demás se ponen esa vacuna no veo a ningún otro país o laboratorio promoviendo como locos sus vacunas,0,Negativo,7.654483995252777e-18
362776,rosso_edgardo,y bueno por aceptar primero a oxford que a la vacuna rusa que ya estaría gratis para los argentinos tenemos que esperar cómo mínimo 5 meses más con miles de muertes más y bueno es lo que hay parece que no hay solución con éste ni ningún gobierno más no hay solucion,0,Negativo,7.680308620977789e-18
5246,syconline_ar,el médico dice que todavía no está escrito en ningún lugar que tenga eficacia la vacuna china pero si se sabe que los chinos dijeron que no tiene la eficacia que creían que podía tener es muy importante saber escuchar,0,Negativo,7.734606724336794e-18
