,date,username,tweet,likes_count,sentiment_analysis
183519,2021-02-02,dw_espanol,este sería el caso siempre que la agencia europea de medicamentos ema lo autorice las declaraciones de la canciller alemana tienen lugar tras conocerse que la vacuna rusa sputnik v tiene una eficacia de 91 6 contra el coronavirus rr,447,Negativo
180615,2021-02-02,_sileno,armemos plan para vacunarnos en venezuela con la vacuna rusa 300 mil pesos más dos semanas en isla margarita,446,Negativo
203320,2021-01-27,onelortiz,el problema no es la vacuna rusa si algún gobernador de oposición o empresa pudieran adquirirla lo harían la verdadera intención es reventar la estrategia de vacunación de lamentablemente ven en el fracaso del gobierno su éxito político,446,Negativo
189756,2021-02-02,iescolar,última hora la vacuna rusa sputnik v tiene una eficacia del 91 6 según un estudio a partir de los primeros resultados publicado por the lancet,445,Negativo
182817,2021-02-02,julioargroca21,muchas gracias cristina la vacuna rusa fue probada solo en jóvenes y en rusia y con standar de vida saludables todo es verso pero te doy gracias q con la vacuna vas a eliminar varios de tus votantes gracias cristina,444,Negativo
50484,2021-02-07,enficcion,cuando hay problemas con el envío toda la atención va hacia los funcionarios públicos que tienen que dar explicaciones cuando el envío tiene éxito ponen en portada a un empresario que hasta hace pocos meses ni siquiera estaba de acuerdo con comprar la vacuna china,444,Negativo
204885,2021-01-27,stratcons,la vacuna rusa exacto da en el clavo 100 siguiente capítulo a cambio de qué el favor de putin,444,Negativo
175001,2021-02-03,nicoolsze,cuando decíamos que la oposición a la vacuna rusa era política y no científica nos contestaban y los datos ahora que están los datos dicen que no significan nada sabés por qué porque la oposición a la vacuna rusa es política no científica,441,Negativo
215438,2021-01-25,rtultimahora,última hora lópez obrador anuncia que méxico recibirá 24 millones de dosis de la vacuna rusa sputnik v,440,Neutro
212923,2021-01-26,lolopeniche,la eficacia de la vacuna rusa es directamente proporcional a los que la compren ayer la oposicionmiserable haciendo tratos con un coyote para adquirirla era una maravilla hoy que el presidente hace un convenio por 24 millones de dosis para ellos es una porquería,438,Negativo
210776,2021-01-26,stradavictor,oposicionmiserable cuando un pseudo empresario supuestamente iba a comprar 2 millones de dosis de la vacuna rusa excelente pero es que la cofepris bloquea la adquisición cuando el gobierno la adquiere no sirve ni siquiera la ha aprobado la cofepris,437,Negativo
180518,2021-02-02,dw_espanol,la sputnikv aterriza en américa latina argentina y bolivia ya utilizan la vacuna rusa venezuela paraguay y méxico han aprobado su uso de emergencia la creciente apuesta por el fármaco ruso coincide con un estudio que apunta a una efectividad del 92 dwnoticias ir,435,Negativo
209805,2021-01-26,lillytellez,no cambie el tema la vacuna rusa no tiene aval de la oms ni de la comunidad científica internacional,435,Negativo
53202,2021-02-02,rataneda,el comando vacuna no negoció ni la vacuna china ni la rusa porque quería sólo las de pfizer ahora se acaba de demostrar que las dos primeras son muy efectivas y de manejo más fácil pero los izquierdistas son los ideologizados,434,Negativo
202150,2021-01-27,carlosloret,me da temor un poco el no tener una explicación científica completa de la vacuna rusa oscar asilascosasconloret,432,Negativo
168420,2021-02-05,facundobrignolo,además desarrollar una nueva vacuna rusa recuperar las malvinas ser piloto de avión y hacer que baje el dólar,429,Negativo
206087,2021-01-27,lillytellez,usted aplaude la vacuna rusa sin aval de la oms ni de la comunidad científica internacional porque a usted le conviene políticamente yo quiero una vacuna aprobada por los máximos organismos de salud su trabajo es sucio e indigno traiciona y miente al pueblo,428,Negativo
187486,2021-02-02,licmacoco,qué bueno lo de la vacuna rusa ahora sí que voy a sacar turno para no ponérmela ni en pedo,426,Negativo
187551,2021-02-02,rochaperiodista,otro de lilly téllez a rusia menos necesitamos sus vacunas de mala calidad vs la ciencia the lancet 91 6 por ciento de eficacia de la vacuna rusa sputnik v,426,Negativo
217435,2021-01-24,lanacion,coronavirus la vicepresidenta cristina kirchner se vacunó contra el covid 19 con la vacuna rusa sputnik v,426,Negativo
203162,2021-01-27,donporfifirio,mensaje del general borré el tweet de ceder el lugar a la vacuna rusa por que no quiero que se malinterprete mi postura es 100 pro vacunas pero con la información con la que cuento no me gusta la rusa seguiré investigando para ver si hay algo que me falte considerar,426,Negativo
186122,2021-02-02,nicolasschrute,nota de clarín la vacuna rusa alcanza el 91 6 de efectividad en sus dos aplicaciones qué pasa con el 8 4,425,Negativo
177539,2021-02-03,malamalamente,como neumóloga que soy os lo digo la vacuna rusa y el winston americano,425,Negativo
187805,2021-02-02,ginesggarcia,en otro subanálisis de 2 000 adultos mayores de 60 años sugiere que la vacuna rusa es igualmente eficaz y bien tolerada en este grupo y agrega que aún se necesita más investigación para confirmar los resultados en personas que pertenecen a grupos de riesgo,424,Negativo
189479,2021-02-02,agcesch,lo que sale de la vacuna rusa en the lancet no es válido hasta que no salga en la revista gente no hay seguridad,424,Negativo
194212,2021-01-29,josecardenas1,te pondrías la vacuna rusa contra el covid,421,Neutro
203296,2021-01-27,cmonterdeg,se acuerdan cuando en agosto nos reíamos de los chistes de la vacuna rusa ya estamos adentro del meme,420,Negativo
184943,2021-02-02,pagusrendon,ni la carrera literaria de vargas llosa envejeció tan mal como sus chistes de la vacuna rusa,419,Negativo
180599,2021-02-02,ponchogutz,si la revista the lancet dice que méxico es el peor país para vivir la epidemia sí le creen si la misma revista dice que la vacuna rusa tiene buena eficacia entonces ya no le creen y luego dicen que los chairos son los maromeros,419,Negativo
195988,2021-01-29,cirogomezl,david páramo dice que sí se va a poner la vacuna rusa contra el covid19 la spunikv considera que hay que dejar de ser tan exquisitos en la discusión porque lo más importante es que los mexicanos se vacunen y que la economía se empiece a recuperar,417,Negativo
56350,2021-01-27,lhuchin,la vacuna china viene con 2 wantán y un arrollado primavera,415,Neutro
204990,2021-01-27,hectoralexx,quiere usted especular conspiraciones malignas por la vacuna rusa en méxico piénsele pregúntese esto en qué terminó la especulación de conspiraciones de putin a favor amlo en 2018 terminó desmentida en la basura y su autor quedó como tonto quiere usted quedar así,414,Negativo
167120,2021-02-06,revistapolemon,utilizando la lógica del comentócrata la vacuna rusa sólo funciona en los rusos las enchiladas suizas sólo les salen bien a los suizos y las cubas libres sólo emborrachan a los cubanos,412,Negativo
213613,2021-01-25,xsaezll,vacuna sputnik v mucha gente me ha pedido valoración de la vacuna rusa en lo personal me da igual la procedencia de la vacuna siempre y cuando haya garantía de eficacia y seguridad por lo que sabemos de noticias en medios foros informativos y datos enviados por infectólogos,412,Negativo
201733,2021-01-27,aleesat,ayúdenme a entender moderna con autorización de la fda y la ema ofrece su vacuna a méxico gatell dice no gracias porque ya tendríamos suficientes pero ya se esperan 24 millones de dosis de la vacuna rusa que no tiene aval sanitario y menos confianza de sus ciudadanos,411,Negativo
58552,2021-01-24,ricardomraphael,las acusaciones de corrupcion contra la vacuna china mi columna de este fin de semana en,411,Positivo
183982,2021-02-02,davidxcuba,hoy quieres que te digan comunista es simple pues difunde los resultados de la vacuna rusa sputnikv que alcanza una eficacia del 91 6,409,Negativo
208270,2021-01-26,donvocero,deseo de todo corazón que la vacuna rusa sirva deseo de todo corazón que rusia envié 24 millones de dosis deseo de todo corazón que nadie mas muera pero no lo creo,409,Negativo
181741,2021-02-02,mariettoponce,vuelven a celebrar los chairos antes de tiempo ahora lo hacen con la publicación de los resultados de la fase iii de la vacuna rusa y las vacunas les recuerdo que ya van tarde en el cumplimento de su propio calendario,409,Negativo
181532,2021-02-02,educaciongrat,la derecha critica a daniel jadue porque trajo el remedio ruso avifavir autorizado por el isp lo mismo hicieron y hacen con la vacuna rusa contra el covid19 sputnik v que no dijeron y hoy en revista medica the lancet dijo que tiene una eficacia 91 6 derecha desesperada,407,Negativo
194181,2021-01-29,rtultimahora,última hora lópez obrador afirma que la vacuna rusa sputnik v probablemente llegará a méxico a finales de la próxima semana,403,Neutro
207034,2021-01-27,miss_x_equis,nos interesan los resultados de la 3 ra fase de la vacuna rusa no las tuyas,403,Neutro
186623,2021-02-02,vagoilustrado,gente experta si bien entiendo la vacuna rusa sputnik v es la que hasta ahora mejores resultados ha mostrado en el análisis intermedio 91 6 no y que además hoy el ensayo fase 3 es avalado por la prestigiosa revista británica the lancet,401,Negativo
51158,2021-02-05,misssunshine4,ebrard excelente noticia para todos canciller excepto para porque según sus conocimientos la vacuna china sólo tiene efecto en los chinos aunque si será envasada en querétaro puede ser que también tenga efecto en los queretanos,400,Negativo
181471,2021-02-02,arayamas,yo creo que la revista the lancet debe haber cometido un error con la evaluación de la vacuna rusa sputnik v yo pienso que longobardi carrió ocaña y sandra pitta no pueden estar tan equivocados,399,Negativo
184105,2021-02-02,camiloprietoval,interesantes resultados sobre la vacuna rusa por si acaso rusia no es comunista ni socialista ni usar esta vacuna cambia el acento,398,Negativo
192802,2021-01-30,emmalaenanuli,estoy convencida que sabía desde el principio que nadie quiere la vacuna rusa que putin iba a entregar lo mínimo y por eso la compró la idea es volver a encerrarnos fundir a los que sobrevivieron y convertirnos en venezuela antes,398,Negativo
166630,2021-02-07,elikitty_33,recuerdo tanto cuando descalificaban y se burlaban de la vacuna rusa,396,Neutro
197119,2021-01-28,mae_rusia,felicitamos a bolivia por recibir el primer lote de la vacuna rusa estas 2 0 mil dosis de la sputnikv permitirán iniciar la inmunización de los bolivianos contra el covid19 rusiabolivia unidoscontraelcovid,395,Negativo
186419,2021-02-02,rubensancheztw,la vacuna rusa sputnik v tiene una eficacia del 91 6,394,Positivo
185014,2021-02-02,g_quadri,bueno política aparte si funciona la vacuna rusa sputnik v como lo dice hoy the lancet y la aprueban la oms y o europa y la fda pues adelante retiraría lo antes dicho y estaría dispuesto a recibirla,392,Negativo
208973,2021-01-26,msequeyro,traen campaña contra la vacuna rusa porque fue la que consiguió el gobierno para suplir la falta de pfizer les duele ver que a pesar de eso el plan de vacunacion sigue son predecibles carroñeros y mentirosos,388,Negativo
52914,2021-02-03,arrollaohuaso,no quiero que me pongan la vacuna china no confio en ella seguro el iphone te lo armo steve jobs,387,Negativo
209038,2021-01-26,xochitlgalvez,dr el país no está en condiciones de rechazar vacunas si es cierto que hay suficientes dónde están no podemos cerrarnos solo a la vacuna rusa que aún no ha terminado su periodo de prueba vacunacovid19,387,Negativo
216709,2021-01-24,jantiuribista,jajaja dizque no se ponen la vacuna rusa porque no saben lo que tiene pues siendo así no se pongan ninguna porque están protegidas como secreto industrial o ya saben que tiene la de pfizer o la de moderna qué imbéciles,386,Negativo
208905,2021-01-26,matador08640286,ezas bakunaz te c0nbierten en komunyztaaa ya quisieran otros países que no han podido acceder a ninguna vacuna tener ya la vacuna rusa sputnik v pero aquí en méxico la ridícula y traidora senadora panista doña berrinches lilly téllez la desprecia,385,Negativo
183993,2021-02-02,epigmenioibarra,los verdaderos especialistas revista médica the lancet confirma la eficacia de la vacuna rusa sputnik v un estudio atribuye a este medicamento una fuerte protección contra el covid 19 así como utilidad contra otras cepas del virus vía 0,385,Positivo
184271,2021-02-02,nicoolsze,la vacuna rusa es buena y es segura y la decisión de comprarla fue por lo tanto excelente quienes hoy en lugar de celebrar se enojan soltar seguramente encontrarán algún otro motivo para indignarse pero ahora están qeudando como unos giles,385,Negativo
184576,2021-02-02,graceecancun,dice la dra que si te pones la vacuna rusa te vuelves putin por eso no la recomienda,383,Negativo
175019,2021-02-03,claudioscaletta,que gran oportunidad fue toda la payasada anti vacuna rusa para dejar registrado para siempre quién es quién en la política y el periodismo local además que kamikazes porque la verdad se iba saber,383,Negativo
187396,2021-02-02,emilioalvarezi,supongo que con el artículo publicado hoy en sobre la efectividad de la vacuna rusa sputnikv se dará vuelo presumiendo el logro del en adquirirla solo hay que recordarle su opinión sobre esta revista especializada,381,Negativo
189405,2021-02-02,cnnee,la vacuna rusa sputnik v tiene una efectividad del 91 6 para prevenir el covid 19 sugiere un análisis provisional,380,Positivo
189860,2021-02-02,lasillarota,últimahora la vacuna rusa sputnik v tiene una eficacia general del 91 6 que aumenta hasta el 91 8 entre mayores de 60 años de acuerdo con the lancet que ha publicado los resultados preliminares del ensayo de fase 3 rb,379,Negativo
195584,2021-01-29,nociruno,los que bardeaban la vacuna rusa ahora elogian a chile por la llegada de vacunas chinas asuman que odian todo lo que sucede en su pais y ahorren tweets,379,Negativo
172608,2021-02-04,alfredojalife2,análisis bajo la lupa triunfo geopolítico y científico de vacuna rusa wsj y la prestigiosa revista médica the lancet,378,Positivo
189431,2021-02-02,elpais_america,última hora la vacuna rusa sputnik v alcanza una eficacia del 92 según un ensayo con 20 000 participantes el medicamento ya se ha registrado en 16 países incluidos argentina bolivia paraguay y venezuela,378,Negativo
193384,2021-01-30,nonitaviviana,niñxs aprendiendo a distancia los docentes leían las lecciones por radio durante un brote de poliomielitis en la década del 40 tiempo después llegaría la vacuna rusa sabin elespecialdelossabados buensabado compañerxs,378,Positivo
189318,2021-02-02,el_universal_mx,últimahora vacuna rusa sputnik v tiene una eficacia de 91 6 the lancet,377,Positivo
51657,2021-02-04,ugluis,el gobierno morado atenta contra la dignidad y la imagen del perú la embajada de los países bajos holanda se ha visto obligada a desmentir la versión de la pcm sobre el transporte de la vacuna china insólito,376,Negativo
196321,2021-01-28,luchojacobsen,rechazar la vacuna rusa el 19 de agosto que fue ofrecida fue una gran burrada que por rusa que por falta de pruebas que por lo que quieran burrada que cuesta,376,Negativo
188366,2021-02-02,cirogomezl,ante la falta de respuesta imagennoticias fue en busca del dr para saber la forma en que se analiza evalúa y se aprobará en méxico la vacuna rusa sputnikv contra el covid19 esta es la entrevista completa que nos dio,374,Negativo
180360,2021-02-02,lvissxz,me van a poner la vacuna rusa está bien moriré por la patria y por la soberanía de pemex,374,Negativo
194930,2021-01-29,embrusiamexico,el secretario general de la es antónio guterres espera que la vacuna rusa contra el coronavirus sea reconocida por la organización mundial de la salud oms lo antes posible para que el fármaco pueda ser utilizado por naciones unidas,374,Negativo
183589,2021-02-02,rochaperiodista,respeto su opinión el problema es cuando sus prejuicios los quieren pasar por información descalificaron a priori la vacuna rusa solo por ser rusa un poquito más de rigor a la hora de opinar 25 de enero lilly téllez a rusia menos necesitamos sus vacunas de mala calidad,374,Negativo
209675,2021-01-26,katsuragui,oyeron el grito de y y demas chayotecracia al enterarse que la cofepris ya autorizó la vacuna rusa para usarse aquí en el país,373,Neutro
206128,2021-01-27,cirogomezl,con esta encuesta telefónica el censa a los adultos mayores que quieran recibir la vacuna rusa o china contra covid19 aunque aún no está garantizada la llegada de las dosis ni han sido aprobadas por las instancias internacionales más reconocidas,372,Negativo
198766,2021-01-28,jdarioml,seré breve habrá alguna diferencia entre los tratamientos con agua destilada para niños con cancer y la vacuna rusa que no cumple los requisitos y no es segura,372,Negativo
197703,2021-01-28,el_universal_mx,el secretario de hacienda arturo herrera defendió la vacuna rusa sputnik v contra el covid 19 y dijo que méxico no compra vacunas de segunda que estas dosis tienen una eficacia superior a 94,371,Negativo
188587,2021-02-02,rtultimahora,última hora méxico firma el contrato para recibir la vacuna rusa sputnik v contra el covid 19,370,Negativo
56459,2021-01-27,agildemeisterrh,ahora mazzetti dice que la vacuna china es una vacuna de emergencia y se negocia de estado a estado no suelta prenda de las condiciones y precio de esta vacuna sin garantía alguna,369,Negativo
54354,2021-01-31,el_conde_,no me pongo la vacuna china dice un weon que maneja un mg,369,Negativo
187771,2021-02-02,sadimlopez,pues resulta que la vacuna rusa sputnik v es de las 3 con mayor eficacia es la única que tiene 100 de eficiencia en casos graves tiene estudio de fase iii ahora con qué nos va salir la dentista de claudio xoconostle,369,Negativo
181667,2021-02-02,dw_espanol,merkel abre la puerta a la vacuna rusa la canciller alemana habló sobre la posibilidad de que la sputnikv sea empleada en la ue siempre y cuando la vacuna aporte los datos necesarios para recibir la aprobación de la agencia europea de medicamentos dwnoticias ir,369,Negativo
167724,2021-02-06,papini74,vacuna rusa funcionaría bien en los rusos no en los mexicanos advierte aguilar camín increíble pero cierto el inteleptual de la derecha aguilar camín superó a la economista legarreta en una reñida competencia por demostrar quien es más bruto,368,Neutro
196916,2021-01-28,_frankyjalisco_,la fachisa se le hinchó el qlo por lo de la vacuna rusa pero en el mundial bien que fueron y hasta dijeron que si ganaba aya se quedaban que lentejos son los fachos,367,Negativo
204562,2021-01-27,sinlinea_mx,el caso de un coyote de veracruz que se ostentó como distribuidor exclusivo de la vacuna rusa en méxico la cual pretendía vender a 800 pesos por pieza pero ahí la oposición no dijo nada por,366,Negativo
194551,2021-01-29,normapierola,chile trajo 2 millones de dosis en un solo viaje sin vuelos épicos sin relato del ministerio de comunicación sin gastar millones de dólares en la vacuna rusa que no está certificada sin show de luchotrucho que apenas trajo algunas miles,365,Negativo
200471,2021-01-27,anairam76,el subsecretario es especialista en decir una cosa y después otra hace apenas unos meses decía esto de la vacuna rusa y ahora pues ya sabemos que pasó llegaran 24 millones de vacunas sin haberse llevado a cabo la fase 3 gatellelchimoltrufio,365,Negativo
186924,2021-02-02,luisrha,confirmada la eficacia de la vacuna rusa contra covid 19 hora de parar las reticencias en cierto modo era de esperarse el país que dominó los olímpicos 40 años metiéndole de todo tipo de sustancias a sus atletas qué nos extraña de que sepan hacer una buena vacuna,364,Negativo
200944,2021-01-27,ivannieblas,a poco no se van a poner la vacuna rusa,364,Negativo
207180,2021-01-27,vivirsinalergia,doc es que usted como que defiende mucho la vacuna rusa yo porqué lo dices,364,Negativo
190788,2021-02-01,nega_maiz,762 fallecidos recordemos con las vacunas ya circulando mientras curas militares y altos cargos se cuelan y las farmacéuticas nos chulean pero ni hablar de la vacuna rusa o china porque repite conmigo no somos una colonia salvemos la semana santa,363,Negativo
170920,2021-02-04,esemunrra,las mañaneras después de la vacuna rusa,362,Neutro
170166,2021-02-04,inocenciadlb,por fin encontramos un sustento científico para rechazar la vacuna rusa ahora si gatell está perdido,361,Negativo
210829,2021-01-26,guruchuirer,buenas noticias el primer cargamento de la vacuna rusa sputnik v llegará a méxico la próxima semana,360,Positivo
166068,2021-02-07,_vicenteserrano,lomásvisto no cabe duda que se le achicharró el hígado a la senadora del pan por decirlo como un eufemismo ahora que se anunció la gran efectividad de la vacuna rusa lo platicamos con el periodista independiente,360,Negativo
213816,2021-01-25,leticyarte,ni los rusos de rusia se quisieron aplicar la vacuna rusa sputnikv porque no confían en ella por qué lopez compra una vacuna q podría ser peligrosa para los mexicanos covid 19 lopezelpeorpresidentedelmundo,359,Negativo
168577,2021-02-05,cmarinmuller,excelentes resultados de la vacuna rusa sputnik v demuestra eficacia de 92 otro éxito esta vacuna usa un adenovirus distinto para administrar cada dosis reforzando la posibilidad de combinar vacunas en el futuro con respuesta robusta y segura,358,Positivo
178887,2021-02-03,proceso,la senadora del pan lilly téllez insistió en que la vacuna rusa sputnik v debe obtener el aval de la unión europea la fda y la oms,357,Negativo
178344,2021-02-03,bbcmundo,después de las dudas sobre la vacuna rusa sputnik v los científicos indican que ahora se ha demostrado su beneficio thelancet,357,Negativo
178024,2021-02-03,bobestropajo,el colmo para abascal sería 1º una pcr china 2º una vacuna rusa,357,Neutro
185891,2021-02-02,aaad25,mi criterio para dar el visto bueno a la vacuna rusa sputnik v era que expertos de alguna democracia desarrollada ajenos a la presión del kremlin la aprobaran eso acaba de ocurrir en el artículo de seguir objetándola solo porque es rusa sería ridículo desde hoy,357,Negativo
201417,2021-01-27,amormundi_,cuando nos pongan la vacuna rusa,355,Neutro
205962,2021-01-27,sharonspcm,hoy me insultaron y me amenazaron por dm ya procedí contra ellos esa es su táctica ese es su método seguidores del enfermo decir que la vacuna rusa no sirve decir que morena y la 4t son un fraude o el saber que lo del contagio es falso morenadestruye,354,Negativo
182606,2021-02-02,eltiotonysoy,lilly téllez después del estudio de the lancet sobre sputnik v la vacuna rusa en contra del covid19 1 debe twitter cancelar su cuenta ya que está difundiendo notas falsas y atentando en contra de la sociedad 2 debe renunciar inmediatamente como senadora,354,Negativo
194490,2021-01-29,luiscardenasmx,cuestionar la vacuna rusa no nos hace anti vacunas bienvenido el debate abierto sin mentiras,351,Negativo
209911,2021-01-26,pagusrendon,insisto la vacuna rusa debió llamarse bakunin y no sputnik,351,Neutro
218745,2021-01-23,elfinanciero_mx,buenas noticias los primeros pacientes que recibieron la vacuna rusa sputnik v se han mantenido inmunes al virus durante nueve meses,351,Negativo
175242,2021-02-03,ldacantinas,la vacuna rusa es como el presidente hasta ahorita no está comprobado que sirvan,351,Negativo
215550,2021-01-25,cirogomezl,sandra pitta investigadora del consejo nacional de investigaciones científicas y técnicas de argentina dijo que en lugar de enseñar datos y gráficos se ha pedido fe y señaló que en argentina el uso de la vacuna rusa se aprobó de forma irregular y por motivaciones políticas,350,Negativo
214636,2021-01-25,carlossanchezmx,amlo ya se puso la vacuna rusa anexo pruebas,349,Neutro
197233,2021-01-28,andreapalmaec,no exigimos la vacuna rusa por estar anclados a esa narrativa cojuda de guerra fría y encima toca bancarse que las pocas dosis que llegaron a ecuador ya estaban reservadas para los panas del ministro de salud sosecuador,348,Negativo
190794,2021-02-01,ellacantaloupeh,dice la chapulina téllez que prefiere esta a la vacuna rusa,346,Negativo
198078,2021-01-28,mae_rusia,la tercera partida de la vacuna rusa llegó a argentina apoyamos al pueblo argentino en la lucha contra el covid19 y seguiremos cooperando rusiaargentina vacúnate,345,Negativo
185564,2021-02-02,nessnio,todo por ser el perro faldero de trump dejó morir a miles de colombianos antes que comprar la vacuna rusa ojalá desprecie las vacunas regaladas de cuba y tendrá a toda colombia en las calles escuchó,345,Negativo
180968,2021-02-02,drchavezdiaz,mi predicción para los próximos días la agencia europea de medicamentos aprobará la vacuna rusa los antivacunas seguirán generando confusión en los medios de comunicación,344,Negativo
51119,2021-02-05,al_ruiiz,y ahora vamos a comprar vacuna china que solo hace efecto en las y los chinos,343,Negativo
191645,2021-01-31,cirogomezl,sí me aplicaría la vacuna rusa porque me gustan las rusas esto es lo que piensan los mexicanos sobre la sputnikv,343,Negativo
218780,2021-01-23,actualidadrt,la unión europea que en su momento se rio de la vacuna rusa sputnik v contra el coronavirus ahora podría cambiar de opinión mientras se enfrenta a escasez de antídotos de pfizer estima el diario italiano libero,343,Negativo
203997,2021-01-27,yuguz,le dan a sus hijos mcnuggets pero temen a la vacuna rusa,342,Negativo
170171,2021-02-04,elsoberano_mx,la tía asegura que la vacuna rusa no va a funcionar en méxico como lo afirma el experto hector aguilar sólo le funciona a los rusos,342,Negativo
55411,2021-01-29,afpespanol,ultimahora hungría primer país de la ue en aprobar vacuna china sinopharm contra el covid 19 oficial afp,340,Neutro
210609,2021-01-26,alfredoloppce,no es que digamos que la vacuna rusa no sirve es que sus resultados fase 3 no están publicados en revistas especializadas y hasta que eso no pase un comunicado denprensa no es suficiente bembos,339,Negativo
204556,2021-01-27,raul_orvananos,se pone la vacuna rusa myach idet vremya idet i my prodolzhayem 0 0 ya poydu s toboy ton o val s,338,Negativo
204755,2021-01-27,malamadremx,ah y que las dudas sobre la vacuna rusa sólo buscan desprestigiarla sembrar intriga nada tiene qué ver la opacidad sobre cómo se hizo y su eficacia,338,Negativo
189973,2021-02-02,alertanews24,urgente coronavirus la vacuna rusa sputnik v tiene una eficacia superior al 91 según la revista the lancet,338,Positivo
176654,2021-02-03,rochaperiodista,señala héctor aguilar camín que la vacuna rusa no es confiable hasta que la valide eu o la ue no le hace lo que diga la cofepris ah va,337,Negativo
189444,2021-02-02,andy_tow,las reacciones de cierto sector social respecto a la vacuna rusa ahora certificada por una revista científica británica y por lo tanto aceptable son buena evidencia de la colonización mental a la que está sometido,337,Negativo
52460,2021-02-03,noticiascaracol,loúltimo invima aprobó uso de emergencia de la vacuna china sinovac anuncia el presidente duque,336,Positivo
167220,2021-02-06,ernestorr,deustche welle alemania se interesa por la vacuna rusa,336,Neutro
199799,2021-01-28,santiclai,en estos últimos días vimos a un montón de políticos haciendo campaña poniéndose la vacuna rusa espero que ahora también se sometan al hisopado anal no se van a andar achicando,335,Negativo
210125,2021-01-26,denisemaerker,atandocabos hablamos con josé vales desde buenos aires sobre la aplicación de la vacuna rusa que aún no es avalada por organismos internacionales de salud,334,Negativo
192748,2021-01-30,_vicenteserrano,lomásvisto la senadora está furibunda contra la vacuna rusa sputnikv pero escupiría su veneno si fuera la vacuna enviada a los gobiernos estatales de su partido el dr ya le respondió incluso un servidor la retó a un debate,334,Negativo
189381,2021-02-02,epicurodesamos_,la ciencia repito la ciencia determinó que la vacuna rusa tiene más del 90 de efectividad contra el covid además requiere menos refrigeración que las otras y es más económica por qué entonces no la compra ahh ya nos bolberemos benesuela,333,Negativo
176984,2021-02-03,aschapire,el relato oficial es que la oposición estaba contra la campaña de vacunación falso en realidad cuestionaba la extraña elección de la vacuna rusa y no otra con menos pruebas científicas publicadas en el momento de su compra,333,Negativo
215012,2021-01-25,leoneconomista,la vacuna rusa cuesta casi lo mismo que la pfizer la diferencia es que la de pfizer sí está aprobada por la fda sin embargo el gobierno mexicano preferirá importar la vacuna rusa por qué ese favoritismo hacía los países tiránicos,330,Negativo
183381,2021-02-02,patgow,lo de la vacuna rusa es como cuando embocás una factura rica pero trajiste poco viste que ricas las tortas negras no a ver no hay más traje una sola,330,Negativo
214650,2021-01-25,el_tartamuda,con covid después de aplicarse la vacuna rusa,329,Neutro
207365,2021-01-26,lillytellez,cobarde no contesta por qué compra vacuna rusa que no tiene aval de la oms ni de la comunidad científica internacional tiene obligación de responderme,327,Negativo
174422,2021-02-03,jorgenomefui,la televisión oficial alemana cuenta hace un ratito que alemania no solo piensa traer la vacuna rusa a su territorio sino también producirla y encima aplicarla incluso antes de que se apruebe su uso por la agencia europea de medicinas un sopapo tras otro al circo delirante local,327,Negativo
197772,2021-01-28,bereaguilarv,y en la gustada sección paleros en el poder hoy tenemos a g a la defensa de sputnik nosotros no compramos vacunas de segunda y déjenme decirlo súper claramente no compramos vacunas de segunda la vacuna rusa tiene 94 de eficacia vía universal mx,327,Negativo
197734,2021-01-28,apontedavid,méxico no compra vacunas de segunda vacuna rusa tiene 94 de eficacia shcp vía universal mx,326,Positivo
174072,2021-02-03,loderaulo,a que no saben de que nacionalidad era el que escribió en la revista the lancet sobre la vacuna rusa y su efectividad y donde trabaja,325,Negativo
185922,2021-02-02,inesita91445288,resulta que ahora la vacuna rusa es la más efectiva sirve para todas las edades y es tan tan buena que con una sola dosis basta vamos cuéntame otro cuentito gobierno de mierda,325,Negativo
213490,2021-01-25,mr_bugman,al parecer uno de los efectos secundarios de la vacuna rusa contra el covid 19 es contagiarse de covid 19,324,Negativo
208246,2021-01-26,mauricioviramon,ayer supuestamente se adquiriwron quién sabe cuántas dosis de vacunas rusas sin que estuviera avalada hoy la cofepris aprueba la vacuna rusa saquemos conclusiones,323,Negativo
210659,2021-01-26,alfondiabolo,la cofepris autorizó hoy el uso de emergencia de la vacuna rusa sputnik v por lo que el siguiente paso es la firma del contrato con el fondo de inversión ruso informó hugo lópez gatell,323,Negativo
190218,2021-02-02,cirogomezl,buscamos una respuesta de la autoridad sobre la forma en que se analiza evalúa y en su caso se aprobará la vacuna rusa sputnikv contra el covid19 como nadie quería responder buscamos al doctor en su conferencia y esto fue lo que nos dijo,321,Negativo
204510,2021-01-27,jaretos,están buenísimos ya están pegando de gritos los fachos los resultados de hoy con ciro g l de la última encuesta del gabinete de comunicación estratégica de su compa berrueto gran aprobación de de su manejo de la pandemia y de la vacuna rusa los busco ya,321,Negativo
184679,2021-02-02,gordo_lado,lo peor de haber denigrado a la vacuna rusa es que decían que la oposición la quería por cuestiones ideológicas burros al cuadrado son,320,Negativo
187099,2021-02-02,vivirsinalergia,ingan con la vacuna rusa vayan y lean al lancet ya publicaron su fase iii para esos amantes de las fuentes que nunca leen por cierto,320,Negativo
218654,2021-01-23,actualidadrt,un diario italiano explica por qué europa ya no se ríe de la vacuna rusa sputnik v,319,Negativo
